matchType,matchId,date,tournamentId,tournamentName,tournamentCategory,surface,inOrOutdoor,tournamentCountry,roundName,draw,result,resultStatusDesc,winnerId,winnerEntry,winnerSeed,winnerName,winnerCountry,loserId,loserEntry,loserSeed,loserName,loserCountry
WTA,LS005,2020-01-31,1102,"Oracle Challenger Series - Newport Beach, CA, USA",125K,Hard,O,"UNITED STATES, CA",Q,M,2-6 6-1 6-1,,319112,,,Nadia Podoroska,ARG,310440,,4,Tatjana Maria,GER
WTA,LS002,2020-02-01,1102,"Oracle Challenger Series - Newport Beach, CA, USA",125K,Hard,O,"UNITED STATES, CA",S,M,6-4 7-6(5),,312328,,5,Madison Brengle,USA,319112,,,Nadia Podoroska,ARG
WTA,RS022,2020-02-22,1002,"Abierto Mexicano TELCEL presentado por HSBC - Acapulco, Mexico",International,Hard,O,MEXICO,1,Q,7-6(5) 7-6(2),,324702,,4,Kaja Juvan,SLO,319112,,,Nadia Podoroska,ARG
WTA,RS024,2020-02-29,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,1,Q,6-4 6-7(8) 6-1,,319112,,,Nadia Podoroska,ARG,324702,,5,Kaja Juvan,SLO
WTA,RS012,2020-03-01,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,2,Q,6-7(1) 6-2 6-1,,319112,,,Nadia Podoroska,ARG,327909,,12,Elisabetta Cocciaretto,ITA
WTA,LS020,2020-03-03,1039,"Abierto GNP Seguros - Monterrey, Mexico",International,Hard,O,MEXICO,1,M,6-0 6-3,,317414,,10,Lauren Davis,USA,319112,Q,,Nadia Podoroska,ARG
WTA,RS030,2020-08-01,0466,"31st Palermo Ladies Open - Palermo, Italy",International,Clay,O,ITALY,1,Q,6-3 6-1,,319112,,,Nadia Podoroska,ARG,316606,,,Reka-Luca Jani,HUN
WTA,RS015,2020-08-02,0466,"31st Palermo Ladies Open - Palermo, Italy",International,Clay,O,ITALY,2,Q,6-3 5-7 6-3,,319112,,,Nadia Podoroska,ARG,317317,,8,Ysaline Bonaventure,BEL
WTA,RS007,2020-08-03,0466,"31st Palermo Ladies Open - Palermo, Italy",International,Clay,O,ITALY,3,Q,2-6 6-4 6-3,,319112,,,Nadia Podoroska,ARG,319436,,4,Oceane Dodin,FRA
WTA,LS025,2020-08-04,0466,"31st Palermo Ladies Open - Palermo, Italy",International,Clay,O,ITALY,1,M,6-2 6-1,,319969,,,Fiona Ferro,FRA,319112,Q,,Nadia Podoroska,ARG
WTA,RS025,2020-08-08,1082,"Prague Open - Prague, Czech Republic",International,Clay,O,CZECH REPUBLIC,1,Q,6-3 6-0,,319112,,,Nadia Podoroska,ARG,312536,,,Yanina Wickmayer,BEL
WTA,RS012,2020-08-09,1082,"Prague Open - Prague, Czech Republic",International,Clay,O,CZECH REPUBLIC,2,Q,6-3 7-6(5),,319571,,3,Tamara Korpatsch,GER,319112,,,Nadia Podoroska,ARG
WTA,LS079,2020-08-30,2023,Prague Open,125K,Clay,O,Czech Republic,1,M,0-6 7-5 7-6(7),,310761,,6,Sara Errani,ITA,315083,,,Paula Ormaechea,ARG
WTA,LS103,2020-08-30,2023,Prague Open,125K,Clay,O,Czech Republic,1,M,6-2 6-1,,319112,,12,Nadia Podoroska,ARG,329057,W,,Darja Vidmanova,CZE
WTA,LS051,2020-09-01,2023,Prague Open,125K,Clay,O,Czech Republic,2,M,6-3 7-6(4),,319112,,12,Nadia Podoroska,ARG,325898,,,Maria Camila Osorio Serrano,COL
WTA,LS025,2020-09-02,2023,Prague Open,125K,Clay,O,Czech Republic,3,M,6-2 6-1,,319112,,12,Nadia Podoroska,ARG,321158,,21,Cristina Bucsa,ESP
WTA,LS012,2020-09-03,2023,Prague Open,125K,Clay,O,Czech Republic,4,M,7-5 6-2,,319112,,12,Nadia Podoroska,ARG,317094,,,Maryna Zanevska,BEL
WTA,LS006,2020-09-04,2023,Prague Open,125K,Clay,O,Czech Republic,Q,M,6-2 6-2,,319112,,12,Nadia Podoroska,ARG,314527,,,Marina Melnikova,RUS
WTA,LS003,2020-09-05,2023,Prague Open,125K,Clay,O,Czech Republic,S,M,6-4 6-3,,327909,,2,Elisabetta Cocciaretto,ITA,319112,,12,Nadia Podoroska,ARG
WTA,LS024,2020-11-11,0528,"Upper Austria Ladies Linz - Linz, Austria",International,Hard,I,AUSTRIA,1,M,6-4 6-4,,319112,,6,Nadia Podoroska,ARG,313169,,,Irina-Camelia Begu,ROU
WTA,LS012,2020-11-12,0528,"Upper Austria Ladies Linz - Linz, Austria",International,Hard,I,AUSTRIA,2,M,6-7(4) 6-1 6-4,,319112,,6,Nadia Podoroska,ARG,314610,,,Camila Giorgi,ITA
WTA,LS006,2020-11-13,0528,"Upper Austria Ladies Linz - Linz, Austria",International,Hard,I,AUSTRIA,Q,M,6-2 6-1,,319007,,4,Ekaterina Alexandrova,RUS,319112,,6,Nadia Podoroska,ARG
WTA,LS053,2021-01-07,2028,"Abu Dhabi WTA Women's Tennis Open - Abu Dhabi, United Arab Emirates",WTA 500,Hard,O,UNITED ARAB EMIRATES,1,M,6-3 6-3,,318872,,,Sara Sorribes Tormo,ESP,319112,,,Nadia Podoroska,ARG
WTA,LS052,2021-02-01,2026,"Yarra Valley Classic - Melbourne, Australia",WTA 500,Hard,O,AUSTRALIA,1,M,6-1 6-3,,319112,,14,Nadia Podoroska,ARG,324479,,,Francesca Jones,GBR
WTA,LS026,2021-02-02,2026,"Yarra Valley Classic - Melbourne, Australia",WTA 500,Hard,O,AUSTRALIA,2,M,6-3 6-4,,319112,,14,Nadia Podoroska,ARG,321454,,,Greet Minnen,BEL
WTA,LS013,2021-02-03,2026,"Yarra Valley Classic - Melbourne, Australia",WTA 500,Hard,O,AUSTRALIA,3,M,5-7 6-1 7-6(7),,319112,,14,Nadia Podoroska,ARG,314206,,4,Petra Kvitova,CZE
WTA,LS006,2021-02-05,2026,"Yarra Valley Classic - Melbourne, Australia",WTA 500,Hard,O,AUSTRALIA,4,M,4-6 6-3 1-0(4),,323027,,8,Marketa Vondrousova,CZE,319112,,14,Nadia Podoroska,ARG
WTA,LS059,2021-02-13,2027,"Phillip Island Trophy - Melbourne, Australia",WTA 250,Hard,O,AUSTRALIA,1,M,6-3 6-3,,313169,,,Irina-Camelia Begu,ROU,319112,,12,Nadia Podoroska,ARG
WTA,LS016,2021-03-10,2002,"Abierto Zapopan 2021 - Guadalajara, JA, MEX",WTA 250,Hard,O,MEXICO,1,M,7-6(8) 3-6 6-2,,319112,,1,Nadia Podoroska,ARG,316060,Q,,Giuliana Olmos,MEX
WTA,LS008,2021-03-10,2002,"Abierto Zapopan 2021 - Guadalajara, JA, MEX",WTA 250,Hard,O,MEXICO,2,M,7-5 7-5,,327909,Q,,Elisabetta Cocciaretto,ITA,319112,,1,Nadia Podoroska,ARG
WTA,LS031,2021-03-17,1039,"Abierto GNP Seguros - Monterrey, Mexico",WTA 250,Hard,O,MEXICO,1,M,6-4 6-4,,323942,Q,,Anna Kalinskaya,RUS,319112,,2,Nadia Podoroska,ARG
WTA,LS093,2021-03-23,0902,"Miami Open presented by Itaú - Miami, FL, United States",WTA 1000,Hard,O,"UNITED STATES, FL",1,M,6-3 6-1,,319112,,,Nadia Podoroska,ARG,318711,WC,,Mayar Sherif,EGY
WTA,LS046,2021-03-25,0902,"Miami Open presented by Itaú - Miami, FL, United States",WTA 1000,Hard,O,"UNITED STATES, FL",2,M,6-0 6-4,,319007,,30,Ekaterina Alexandrova,RUS,319112,,,Nadia Podoroska,ARG
WTA,LS057,2021-05-11,0709,"Internazionali BNL d'Italia - Rome, Italy",WTA 1000,Clay,O,ITALY,1,M,2-6 7-6(3) 6-1,,319112,,,Nadia Podoroska,ARG,310926,LL,,Laura Siegemund,GER
WTA,LS028,2021-05-12,0709,"Internazionali BNL d'Italia - Rome, Italy",WTA 1000,Clay,O,ITALY,2,M,7-6(6) 7-5,,319112,,,Nadia Podoroska,ARG,230234,,8,Serena Williams,USA
WTA,LS014,2021-05-13,0709,"Internazionali BNL d'Italia - Rome, Italy",WTA 1000,Clay,O,ITALY,3,M,3-6 6-1 6-2,,313711,,,Petra Martic,CRO,319112,,,Nadia Podoroska,ARG
WTA,LS028,2021-05-16,2035,"Serbia Ladies Open - Belgrade, Serbia",WTA 250,Clay,O,SERBIA,1,M,6-2 4-6 6-3,,319112,,5,Nadia Podoroska,ARG,317070,,,Timea Babos,HUN
